"2016/05/13","204.7600","96387930.0000","206.2100","206.8600","204.3800"
"2016/05/12","206.5600","89316340.0000","207.2900","207.4899","205.3700"
"2016/05/11","206.5000","81565790.0000","207.9100","208.5400","206.5000"
"2016/05/10","208.4500","77228060.0000","206.7200","208.5000","206.6400"
"2016/05/09","205.8892","73526600.0000","205.5700","206.4000","205.3600"
"2016/05/06","205.7200","88045660.0000","204.0600","205.7700","203.8800"
"2016/05/05","204.9700","67381980.0000","205.5600","205.9800","204.4700"
"2016/05/04","205.0100","92014370.0000","204.9900","205.8500","204.4200"
"2016/05/03","206.1592","106174100.0000","206.5200","206.8000","205.2800"
"2016/05/02","207.9700","61966240.0000","206.9200","208.1800","206.4100"
"2016/04/29","206.3308","142309300.0000","206.7200","207.1300","205.0300"
"2016/04/28","207.4475","96764540.0000","208.4600","209.7600","206.9600"
"2016/04/27","209.3500","77218000.0000","208.4700","209.8100","208.0500"
"2016/04/26","208.9192","75483500.0000","209.0400","209.5200","208.3600"
"2016/04/25","208.6100","65967270.0000","208.2600","208.6600","207.5400"
"2016/04/22","208.9700","99214080.0000","208.5500","209.2900","207.9100"
"2016/04/21","208.9700","85132680.0000","210.1200","210.2500","208.6500"
"2016/04/20","210.1000","81035560.0000","209.9500","210.9200","209.3900"
"2016/04/19","209.9000","87275610.0000","209.7400","210.2000","208.9400"
"2016/04/18","209.2392","82211220.0000","207.1400","209.2800","207.0000"
"2016/04/15","207.7800","75684740.0000","208.0100","208.1721","207.4000"
"2016/04/14","208.0100","65046200.0000","208.0700","208.6000","207.6000"
"2016/04/13","208.0008","95684760.0000","207.0000","208.1000","206.8400"
"2016/04/12","205.9200","114890500.0000","204.2200","206.2500","203.7000"
"2016/04/11","204.0201","82561530.0000","205.2500","206.0700","203.9100"
"2016/04/08","204.4992","94933720.0000","205.3400","205.8500","203.8700"
"2016/04/07","203.9500","112324600.0000","205.1400","205.5600","203.0900"
"2016/04/06","206.4200","91660050.0000","204.2900","206.4900","203.9800"
"2016/04/05","204.1892","98648990.0000","204.6700","206.2642","203.8900"
"2016/04/04","206.2500","62656120.0000","206.8300","207.0700","205.8900"
"2016/04/01","206.9200","113272000.0000","204.3500","207.1400","203.9800"
"2016/03/31","205.5200","94146900.0000","205.9100","206.4100","205.3300"
"2016/03/30","206.0200","85684320.0000","206.3000","206.8700","205.5900"
"2016/03/29","205.1208","92553650.0000","202.7600","205.2500","202.4000"
"2016/03/28","203.2400","61741680.0000","203.6100","203.8600","202.7050"
"2016/03/24","203.1200","84028660.0000","202.0000","203.1600","201.7400"
"2016/03/23","203.2092","80899020.0000","204.1100","204.3300","203.0100"
"2016/03/22","204.5600","96745330.0000","203.7600","205.2300","203.5700"
"2016/03/21","204.6700","72727510.0000","204.0700","204.9400","203.8000"
"2016/03/18","204.3800","135476400.0000","204.1700","204.7800","203.8000"
"2016/03/17","204.6300","133787600.0000","203.2400","205.2300","202.7700"
"2016/03/16","203.3400","128519100.0000","201.6000","203.8200","201.5500"
"2016/03/15","202.1700","92992420.0000","201.3600","202.5307","201.0500"
"2016/03/14","202.5000","73478740.0000","202.1600","203.0400","201.7700"
"2016/03/11","202.7600","137871100.0000","201.2600","202.8100","199.5179"
"2016/03/10","199.5400","156599200.0000","199.9600","201.0700","197.3800"
"2016/03/09","199.3800","94522340.0000","199.3600","199.7900","198.4300"
"2016/03/08","198.4000","123663900.0000","199.3200","199.9200","198.2100"
"2016/03/07","200.5900","99829000.0000","199.3400","201.0700","199.2500"
"2016/03/04","200.4300","128969300.0000","200.0100","201.3500","199.0300"
"2016/03/03","199.7750","94976900.0000","198.7900","199.7950","198.1100"
"2016/03/02","199.0000","102132500.0000","197.7400","199.0600","197.2500"
"2016/03/01","198.1100","141407600.0000","195.0100","198.2100","194.4542"
"2016/02/29","193.5600","125170000.0000","195.1100","196.2300","193.3300"
"2016/02/26","195.0892","129366900.0000","196.5700","196.6800","194.9000"
"2016/02/25","195.5400","110203000.0000","193.7300","195.5500","192.8300"
"2016/02/24","193.2000","150565000.0000","190.6300","193.5300","189.3200"
"2016/02/23","192.3200","111231000.0000","194.0000","194.3200","192.1800"
"2016/02/22","194.7800","103194800.0000","193.8700","194.9500","193.7900"
"2016/02/19","192.0000","114694400.0000","191.1700","192.1800","190.4500"
"2016/02/18","192.0900","102131000.0000","193.2000","193.2700","191.7200"
"2016/02/17","192.8800","135300500.0000","191.1600","193.3200","191.0100"
"2016/02/16","189.7800","119814000.0000","188.7700","189.8100","187.6300"
"2016/02/12","186.6300","127537400.0000","184.9600","186.6500","183.9600"
"2016/02/11","182.8600","218528800.0000","182.3400","184.1000","181.0900"
"2016/02/10","185.2700","147537200.0000","186.4100","188.3400","185.1200"
"2016/02/09","185.4300","183477200.0000","183.3600","186.9400","183.2000"
"2016/02/08","185.4200","190784300.0000","185.7700","186.1200","182.8000"
"2016/02/05","187.9500","180617400.0000","190.9900","191.6696","187.2000"
"2016/02/04","191.6000","139293100.0000","190.7100","192.7500","189.9600"
"2016/02/03","191.3000","204711700.0000","191.4100","191.7800","187.1000"
"2016/02/02","190.1600","182289400.0000","191.9600","191.9700","189.5400"
"2016/02/01","193.6500","135772400.0000","192.5300","194.5800","191.8400"
"2016/01/29","193.7208","210246000.0000","190.0200","193.8800","189.8800"
"2016/01/28","189.1100","143300400.0000","189.9600","190.2000","187.1600"
"2016/01/27","188.1300","184964900.0000","189.5800","191.5600","187.0600"
"2016/01/26","190.2000","139932200.0000","188.4200","190.5300","188.0200"
"2016/01/25","187.6400","129310300.0000","189.9200","190.1500","187.4100"
"2016/01/22","190.5200","168109300.0000","189.7800","190.7600","188.8800"
"2016/01/21","186.6900","195002600.0000","186.2100","188.8700","184.6400"
"2016/01/20","185.6500","285427700.0000","185.0300","187.4950","181.0200"
"2016/01/19","188.0600","193451100.0000","189.9600","190.1100","186.2000"
"2016/01/15","187.8100","323965200.0000","186.7700","188.7600","185.5200"
"2016/01/14","191.9300","239613400.0000","189.5500","193.2600","187.6600"
"2016/01/13","188.8300","220641200.0000","194.4500","194.8600","188.3800"
"2016/01/12","193.6608","170946400.0000","193.8200","194.5500","191.1400"
"2016/01/11","192.1100","187405200.0000","193.0100","193.4100","189.8200"
"2016/01/08","191.9230","209524400.0000","195.1900","195.8500","191.5800"
"2016/01/07","194.0500","212565100.0000","195.3300","197.4400","193.5900"
"2016/01/06","198.8200","151636700.0000","198.3400","200.0600","197.6000"
"2016/01/05","201.3600","110381200.0000","201.4000","201.9000","200.0500"
"2016/01/04","201.0192","221450500.0000","200.4900","201.0300","198.5900"
"2015/12/31","203.8700","114819400.0000","205.1300","205.8900","203.8700"
"2015/12/30","205.9300","63232390.0000","207.1100","207.2100","205.7600"
"2015/12/29","207.4000","92411310.0000","206.5100","207.7900","206.4700"
"2015/12/28","205.2100","65727270.0000","204.8600","205.2600","203.9400"
"2015/12/24","205.6800","48542150.0000","205.7200","206.3300","205.4200"
"2015/12/23","206.0200","110819800.0000","204.6900","206.0700","204.5800"
"2015/12/22","203.5000","110436800.0000","202.7150","203.8500","201.5500"
"2015/12/21","201.6700","98751110.0000","201.4100","201.8800","200.0900"
"2015/12/18","200.0208","250946400.0000","202.7700","202.9300","199.8300"
"2015/12/17","204.8600","172358700.0000","208.4000","208.4800","204.8400"
"2015/12/16","208.0300","196380400.0000","206.3650","208.3900","204.8000"
"2015/12/15","205.0308","153713000.0000","204.7000","206.1100","202.8666"
"2015/12/14","202.9008","181638100.0000","202.0700","203.0500","199.9500"
"2015/12/11","201.8800","210983700.0000","203.3500","204.1400","201.5100"
"2015/12/10","205.8700","115879700.0000","205.4200","207.4300","205.1400"
"2015/12/09","205.3400","161939100.0000","206.1900","208.6800","204.1800"
"2015/12/08","206.9490","103090300.0000","206.4900","208.2890","205.7800"
"2015/12/07","208.3500","101674200.0000","209.2300","209.7295","207.2000"
"2015/12/04","209.6200","192874200.0000","206.0800","209.9700","205.9300"
"2015/12/03","205.6100","165756900.0000","208.8300","209.1500","204.7511"
"2015/12/02","208.5290","108139300.0000","210.6150","211.0000","208.2300"
"2015/12/01","210.6800","97501880.0000","209.4400","210.8200","209.1100"
"2015/11/30","208.6900","111785700.0000","209.7500","209.8900","208.5600"
"2015/11/27","209.5600","37317780.0000","209.4300","209.8000","208.8600"
"2015/11/25","209.3200","51822520.0000","209.5000","209.7400","209.0100"
"2015/11/24","209.3500","98705990.0000","207.8700","209.8300","207.4100"
"2015/11/23","209.0700","64789800.0000","209.3800","209.9800","208.5200"
"2015/11/20","209.3108","93821880.0000","209.4500","210.1200","208.8600"
"2015/11/19","208.5500","87841400.0000","208.5900","209.0500","208.2000"
"2015/11/18","208.7300","121128300.0000","206.0400","208.9000","205.9900"
"2015/11/17","205.4700","120836000.0000","205.9900","207.0400","204.8800"
"2015/11/16","205.6200","117342200.0000","202.3200","205.6900","202.1800"
"2015/11/13","202.5400","152793300.0000","204.3500","204.6700","202.4350"
"2015/11/12","204.8400","120950900.0000","206.5000","207.0600","204.8200"
"2015/11/11","207.7400","67716950.0000","208.8800","208.9400","207.6600"
"2015/11/10","208.5600","75769150.0000","207.5100","208.6000","207.1900"
"2015/11/09","208.0800","130856000.0000","209.3100","209.4900","206.9500"
"2015/11/06","210.0400","110389000.0000","209.7400","210.3200","208.4600"
"2015/11/05","210.1500","78166140.0000","210.4300","210.9800","209.0900"
"2015/11/04","210.3600","95668530.0000","211.3500","211.5000","209.7201"
"2015/11/03","211.0000","95133060.0000","209.9700","211.6600","209.7000"
"2015/11/02","210.3900","86052980.0000","208.3200","210.6200","208.1700"
"2015/10/30","207.9300","131012600.0000","209.0600","209.4400","207.7400"
"2015/10/29","208.8300","90191780.0000","208.3500","209.2700","208.2100"
"2015/10/28","208.9500","135620300.0000","207.0000","208.9800","206.2100"
"2015/10/27","206.6000","77709730.0000","206.2000","207.0000","205.7900"
"2015/10/26","207.0000","68281240.0000","207.3000","207.3700","206.5600"
"2015/10/23","207.5100","144366100.0000","207.2500","207.9500","206.3000"
"2015/10/22","205.2600","174152100.0000","202.9800","205.5100","201.8500"
"2015/10/21","201.8500","101841800.0000","203.6100","203.7900","201.6500"
"2015/10/20","203.0900","78214510.0000","202.8500","203.8400","202.5471"
"2015/10/19","203.3700","76365770.0000","202.5000","203.3700","202.1300"
"2015/10/16","203.2700","114037700.0000","202.8300","203.2900","201.9200"
"2015/10/15","202.3500","133837900.0000","200.0800","202.3600","199.6400"
"2015/10/14","199.2900","98864500.0000","200.1800","200.8700","198.9400"
"2015/10/13","200.2500","87873100.0000","200.6500","202.1600","200.0500"
"2015/10/12","201.5200","56154070.0000","201.4200","201.7600","200.9100"
"2015/10/09","201.3300","106392100.0000","201.3800","201.9000","200.5800"
"2015/10/08","201.2100","151731000.0000","198.9500","201.5500","198.5900"
"2015/10/07","199.4100","123927900.0000","198.9000","199.8250","197.4800"
"2015/10/06","197.7900","109924000.0000","198.3100","198.9800","197.0000"
"2015/10/05","198.4700","125618900.0000","196.4600","198.7400","196.3300"
"2015/10/02","195.0000","209995600.0000","189.7700","195.0300","189.1200"
"2015/10/01","192.1300","130248900.0000","192.0800","192.4900","189.8200"
"2015/09/30","191.6300","162862400.0000","190.3700","191.8250","189.4400"
"2015/09/29","188.1200","158394800.0000","188.2700","189.7400","186.9300"
"2015/09/28","188.0100","176317600.0000","191.7800","191.9100","187.6400"
"2015/09/25","192.8500","154595000.0000","194.6400","195.0000","191.8100"
"2015/09/24","192.9000","158490600.0000","192.1500","193.4500","190.5600"
"2015/09/23","193.6000","92548910.0000","194.1100","194.6700","192.9100"
"2015/09/22","193.9100","153492000.0000","193.8800","194.4600","192.5600"
"2015/09/21","196.4600","105229400.0000","196.4400","197.6800","195.2100"
"2015/09/18","195.4500","222607600.0000","195.7100","198.6844","194.9600"
"2015/09/17","199.7300","275634900.0000","200.0200","202.8900","199.2800"
"2015/09/16","200.1800","99206800.0000","198.8200","200.4100","198.4100"
"2015/09/15","198.4600","112339400.0000","196.6100","198.9900","195.9612"
"2015/09/14","196.0100","79365650.0000","196.9500","197.0100","195.4300"
"2015/09/11","196.7400","119507200.0000","195.3750","196.8200","194.5300"
"2015/09/10","195.8500","158318900.0000","194.5600","197.2200","194.2500"
"2015/09/09","194.7900","147649100.0000","199.3200","199.4700","194.3500"
"2015/09/08","197.4300","115807000.0000","195.9400","197.6100","195.1700"
"2015/09/04","192.5900","204620400.0000","192.8500","193.8600","191.6100"
"2015/09/03","195.5500","151957000.0000","196.2600","198.0500","194.9600"
"2015/09/02","195.4100","159445200.0000","194.6200","195.4600","192.4200"
"2015/09/01","191.7700","253561300.0000","193.1200","194.7700","190.7300"
"2015/08/31","197.6700","160296200.0000","198.1100","199.1250","197.0100"
"2015/08/28","199.2800","160338700.0000","198.5000","199.8350","197.9200"
"2015/08/27","199.2700","273700600.0000","197.0200","199.4200","195.2100"
"2015/08/26","194.4600","338718200.0000","192.0800","194.7900","188.3700"
"2015/08/25","187.2700","367623500.0000","195.4300","195.4500","186.9200"
"2015/08/24","189.5000","506257800.0000","187.4900","197.4772","182.4000"
"2015/08/21","197.6300","343611100.0000","201.7300","203.9404","197.5200"
"2015/08/20","203.9700","193680300.0000","206.5100","208.2865","203.9000"
"2015/08/19","208.3200","172781100.0000","209.0900","210.0100","207.3500"
"2015/08/18","209.9800","71661990.0000","210.2600","210.6800","209.6990"
"2015/08/17","210.5900","78915420.0000","208.7100","210.5900","208.1600"
"2015/08/14","209.4200","72570710.0000","208.4300","209.5087","208.2600"
"2015/08/13","208.6600","89169630.0000","208.7300","209.5500","208.0100"
"2015/08/12","208.9200","171911200.0000","207.1100","209.1400","205.3600"
"2015/08/11","208.6700","125935000.0000","208.9700","209.4700","207.7600"
"2015/08/10","210.5700","79681690.0000","209.2800","210.6700","209.2800"
"2015/08/07","207.9500","117703500.0000","208.1600","208.3400","206.8700"
"2015/08/06","208.3500","110243400.0000","210.2900","210.4150","207.6500"
"2015/08/05","210.0700","85589800.0000","210.4500","211.3100","209.7300"
"2015/08/04","209.3800","81526350.0000","209.7000","210.2483","208.8000"
"2015/08/03","209.7900","113432300.0000","210.4600","210.5300","208.6500"
"2015/07/31","210.5000","102661200.0000","211.4200","211.4500","210.1600"
"2015/07/30","210.8200","91218060.0000","210.1600","211.0200","209.4200"
"2015/07/29","210.7700","104940200.0000","209.4800","211.0400","209.3100"
"2015/07/28","209.3300","122370300.0000","207.7900","209.5000","206.8000"
"2015/07/27","206.7900","130669700.0000","206.9400","207.5500","206.2600"
"2015/07/24","208.0000","117558700.0000","210.3000","210.3700","207.6000"
"2015/07/23","210.1800","90364920.0000","211.5300","211.6500","209.7500"
"2015/07/22","211.3700","88346410.0000","210.9300","211.7700","210.8900"
"2015/07/21","211.7500","77743460.0000","212.4300","212.7400","211.3900"
"2015/07/20","212.5900","70280430.0000","212.7500","213.1800","212.2100"
"2015/07/17","212.4800","88094480.0000","212.2900","212.5500","211.8000"
"2015/07/16","212.3000","105988600.0000","211.8700","212.3000","211.5800"
"2015/07/15","210.6100","97532900.0000","210.7300","211.2800","210.0400"
"2015/07/14","210.6800","81287840.0000","209.7200","211.0500","209.6500"
"2015/07/13","209.7700","105721800.0000","208.9900","209.9000","208.9400"
"2015/07/10","207.4800","129124200.0000","207.2900","207.9800","204.9517"
"2015/07/09","204.9000","141251300.0000","207.0400","207.3500","204.7700"
"2015/07/08","204.5300","163538700.0000","206.4500","206.7645","204.2500"
"2015/07/07","208.0200","173452600.0000","206.9600","208.1700","204.1100"
"2015/07/06","206.7200","117560100.0000","205.7700","207.6500","205.5300"
"2015/07/02","207.3100","104256300.0000","208.0700","208.2700","206.8100"
"2015/07/01","207.5000","134195600.0000","207.7300","208.0300","206.5600"
"2015/06/30","205.8500","182761900.0000","207.2600","207.3200","205.2800"
"2015/06/29","205.4200","194187600.0000","208.0450","209.8280","205.3300"
"2015/06/26","209.8200","103470400.0000","210.2900","210.5800","209.1600"
"2015/06/25","209.8600","97026210.0000","211.1000","211.2500","209.7700"
"2015/06/24","210.5000","92151530.0000","211.7200","212.1700","210.4700"
"2015/06/23","212.0400","68053640.0000","212.1400","212.4400","211.5700"
"2015/06/22","211.8900","70514900.0000","211.9050","212.5900","211.6400"
"2015/06/19","210.8100","130219500.0000","211.4600","211.5500","210.3600"
"2015/06/18","212.7800","164892200.0000","211.3100","213.3400","210.6315"
"2015/06/17","210.5900","126642800.0000","210.5900","211.3200","209.3600"
"2015/06/16","210.2500","85152890.0000","208.9300","210.3500","208.7200"
"2015/06/15","209.1100","124240100.0000","208.6400","209.4500","207.7900"
"2015/06/12","210.0100","135327800.0000","210.6400","211.4820","209.6800"
"2015/06/11","211.6300","73755850.0000","211.4800","212.0900","211.2000"
"2015/06/10","210.9500","133678600.0000","209.3700","211.4100","209.2987"
"2015/06/09","208.4500","104826800.0000","208.4500","209.1000","207.6900"
"2015/06/08","208.4800","88866040.0000","209.6400","209.8200","208.3900"
"2015/06/05","209.7700","121669100.0000","209.9500","210.5800","208.9800"
"2015/06/04","210.1292","151747400.0000","211.0700","211.8590","209.7500"
"2015/06/03","211.9200","87704660.0000","212.0000","212.6700","211.3301"
"2015/06/02","211.3600","91438580.0000","211.0200","212.1900","210.2700"
"2015/06/01","211.5700","93171140.0000","211.9400","212.3400","210.6200"
"2015/05/29","211.1400","123383800.0000","212.3800","212.4300","210.8200"
"2015/05/28","212.4600","74855480.0000","212.3300","212.5900","211.6300"
"2015/05/27","212.7000","92949380.0000","211.2500","212.9800","210.7612"
"2015/05/26","210.7000","124074500.0000","212.4000","212.9089","210.2000"
"2015/05/22","212.9900","57367260.0000","213.0400","213.5400","212.9100"
"2015/05/21","213.5000","64544870.0000","212.7100","213.7500","212.5100"
"2015/05/20","212.8800","76542810.0000","213.1500","213.7800","212.5040"
"2015/05/19","213.0300","72041550.0000","213.2400","213.5700","212.6900"
"2015/05/18","213.1000","74382800.0000","212.2400","213.4000","212.1600"
"2015/05/15","212.4400","76393990.0000","212.4400","212.6100","211.8600"
"2015/05/14","212.2100","95825920.0000","211.2400","212.3200","210.9100"
"2015/05/13","210.0200","94544280.0000","210.4700","211.2200","209.7400"
"2015/05/12","209.9800","119647000.0000","209.6100","210.6300","208.6200"
"2015/05/11","210.6050","75465110.0000","211.5700","211.8900","210.5200"
"2015/05/08","211.6200","156207000.0000","210.8800","211.8600","210.7800"
"2015/05/07","208.8700","88018400.0000","207.9200","209.3800","207.5200"
"2015/05/06","208.0400","135438200.0000","209.5600","209.9300","206.7600"
"2015/05/05","208.9000","113182500.0000","211.0300","211.4600","208.7300"
"2015/05/04","211.3200","70813860.0000","211.2300","212.0200","211.1000"
"2015/05/01","210.7200","103245100.0000","209.4000","210.7700","209.2800"
"2015/04/30","208.4600","160666400.0000","209.8800","210.3500","207.6200"
"2015/04/29","210.5700","125567200.0000","210.3700","211.2900","209.6000"
"2015/04/28","211.4400","86758030.0000","210.7400","211.5000","209.3301"
"2015/04/27","210.7700","79107250.0000","212.3300","212.4800","210.5400"
"2015/04/24","211.6499","61224640.0000","211.6600","211.9700","211.1100"
"2015/04/23","211.1600","102247700.0000","210.1500","211.9400","210.0100"
"2015/04/22","210.6300","78047720.0000","210.0100","210.8500","208.9000"
"2015/04/21","209.6000","71355280.0000","210.6700","210.8600","209.2400"
"2015/04/20","209.8500","92026870.0000","209.0600","210.2500","208.9600"
"2015/04/17","207.9500","191012500.0000","208.9400","209.2300","207.0100"
"2015/04/16","210.3700","68783390.0000","210.0300","210.9800","209.7928"
"2015/04/15","210.4300","99415800.0000","210.0500","211.0400","209.9500"
"2015/04/14","209.4900","74795430.0000","208.8500","209.7100","208.1000"
"2015/04/13","209.0900","74139030.0000","209.8700","210.6300","209.0300"
"2015/04/10","210.0400","72471010.0000","209.2000","210.0900","208.9600"
"2015/04/09","208.9000","85426740.0000","207.7800","209.1800","207.1900"
"2015/04/08","207.9750","89261180.0000","207.5500","208.5100","207.0800"
"2015/04/07","207.2800","81058840.0000","207.8550","208.7600","207.2400"
"2015/04/06","207.8300","113960800.0000","205.3700","208.4500","205.2100"
"2015/04/02","206.4350","86817710.0000","205.6200","206.9800","205.4000"
"2015/04/01","205.7000","137055500.0000","206.3900","206.4200","204.5100"
"2015/03/31","206.4300","126569200.0000","207.2600","208.1000","206.3600"
"2015/03/30","208.2500","95986750.0000","206.9800","208.6100","206.9600"
"2015/03/27","205.7400","117057900.0000","205.1300","205.9500","204.9000"
"2015/03/26","205.2700","152909900.0000","204.9600","206.3700","204.1200"
"2015/03/25","205.7600","159285600.0000","209.0700","209.3500","205.7100"
"2015/03/24","208.8200","76947650.0000","209.8500","210.4000","208.7400"
"2015/03/23","210.0000","71619060.0000","210.4200","211.1100","210.0000"
"2015/03/20","210.4100","177517400.0000","209.7100","211.0200","209.4903"
"2015/03/19","209.5000","117697000.0000","209.9600","210.4697","209.0300"
"2015/03/18","210.4600","227287200.0000","207.3900","211.2700","206.6200"
"2015/03/17","207.9600","94322500.0000","207.6900","208.4200","206.9800"
"2015/03/16","208.5800","135571800.0000","206.7100","208.6900","205.8641"
"2015/03/13","205.8272","162353900.0000","206.7700","207.9338","204.5800"
"2015/03/12","207.1000","93451320.0000","205.2600","207.1750","205.2000"
"2015/03/11","204.5000","109058000.0000","205.2900","205.5000","204.4000"
"2015/03/10","204.9800","156656000.0000","206.7100","206.8100","204.9300"
"2015/03/09","208.3600","89621890.0000","207.7400","208.7900","207.5459"
"2015/03/06","207.5000","186468600.0000","209.4200","209.9400","207.1000"
"2015/03/05","210.4600","76825940.0000","210.6200","210.8000","209.8500"
"2015/03/04","210.2301","114257600.0000","210.4000","210.4900","209.0600"
"2015/03/03","211.1200","110141700.0000","211.4700","212.0540","210.0800"
"2015/03/02","211.9900","87300760.0000","210.7800","212.0600","210.7200"
"2015/02/27","210.6600","107946400.0000","211.2600","211.5800","210.6000"
"2015/02/26","211.3800","72577040.0000","211.5200","211.7100","210.6500"
"2015/02/25","211.6300","72874810.0000","211.6600","212.2400","211.2200"
"2015/02/24","211.8100","72214030.0000","211.1200","212.0500","210.7600"
"2015/02/23","211.2090","74250690.0000","210.9400","211.2100","210.4800"
"2015/02/20","211.2390","140029800.0000","209.4800","211.3300","208.7300"
"2015/02/19","209.9800","91364150.0000","209.4100","210.4200","209.2400"
"2015/02/18","210.1300","80057400.0000","209.6600","210.2200","209.3401"
"2015/02/17","210.1100","76888670.0000","209.4000","210.3200","209.1000"
"2015/02/13","209.7800","93553960.0000","209.0700","209.8400","208.7600"
"2015/02/12","208.9200","97202820.0000","207.8900","208.9900","206.9727"
"2015/02/11","206.9300","90268410.0000","206.6100","207.4500","205.8300"
"2015/02/10","206.8100","95999260.0000","205.8800","207.1200","204.6801"
"2015/02/09","204.6300","87074270.0000","204.7700","205.6400","204.1350"
"2015/02/06","205.5500","125550800.0000","206.5600","207.2400","204.9200"
"2015/02/05","206.1200","97236260.0000","204.8600","206.3000","204.7700"
"2015/02/04","204.0600","132933500.0000","203.9200","205.3800","203.5100"
"2015/02/03","204.8400","123861500.0000","203.0000","204.8500","202.5500"
"2015/02/02","201.9200","162649000.0000","200.0500","202.0300","197.8600"
"2015/01/30","199.4500","193789000.0000","200.5700","202.1700","199.1300"
"2015/01/29","201.9902","173293000.0000","200.3800","202.3000","198.6800"
"2015/01/28","200.1400","167681700.0000","204.1700","204.2900","199.9100"
"2015/01/27","202.7400","133590500.0000","202.9700","204.1200","201.7400"
"2015/01/26","205.4500","91684840.0000","204.7100","205.5600","203.8500"
"2015/01/23","204.9700","117356900.0000","205.7900","206.1000","204.8100"
"2015/01/22","206.1000","173536400.0000","203.9900","206.2600","202.3300"
"2015/01/21","203.0800","122729500.0000","201.5000","203.6600","200.9400"
"2015/01/20","202.0550","130756800.0000","202.4000","202.7200","200.1700"
"2015/01/16","201.6300","211677200.0000","198.7700","201.8200","198.5500"
"2015/01/15","199.0199","175383200.0000","201.6300","202.0100","198.8800"
"2015/01/14","200.8600","192551700.0000","199.6500","201.1000","198.5700"
"2015/01/13","202.0800","214341100.0000","204.1200","205.4800","200.5100"
"2015/01/12","202.6500","144043100.0000","204.4100","204.6000","201.9200"
"2015/01/09","204.2500","157293400.0000","206.4000","206.4200","203.5100"
"2015/01/08","205.9000","146039400.0000","204.0100","206.1600","203.9900"
"2015/01/07","202.3100","125069700.0000","201.4200","202.7200","200.8800"
"2015/01/06","199.8200","208922400.0000","202.0900","202.7200","198.8550"
"2015/01/05","201.7200","169139200.0000","204.1700","204.3700","201.3500"
"2015/01/02","205.4300","121394000.0000","206.3800","206.8800","204.1800"
"2014/12/31","205.5400","130284300.0000","207.9900","208.1900","205.3900"
"2014/12/30","207.6000","73448190.0000","208.2100","208.3700","207.5100"
"2014/12/29","208.7200","79514380.0000","208.2200","208.9700","208.1400"
"2014/12/26","208.4400","57204150.0000","208.3100","208.8500","208.2500"
"2014/12/24","207.7700","42963400.0000","208.0200","208.3400","207.7200"
"2014/12/23","207.7500","120516200.0000","208.1700","208.2300","207.3991"
"2014/12/22","207.4700","147884900.0000","206.7500","207.4700","206.4600"
"2014/12/19","206.5200","242836400.0000","206.4300","207.3300","205.6109"
"2014/12/18","206.7800","256909600.0000","204.7400","212.9700","203.9200"
"2014/12/17","201.7900","252458700.0000","198.4400","202.3400","198.2900"
"2014/12/16","197.9100","258867900.0000","198.5800","202.3950","197.8600"
"2014/12/15","199.5100","188920400.0000","201.9800","202.5300","198.7800"
"2014/12/12","200.8900","201983200.0000","202.6400","203.8190","200.8500"
"2014/12/11","204.1900","158542800.0000","203.8800","206.1900","203.7100"
"2014/12/10","203.1601","159140400.0000","205.9100","205.9800","202.9300"
"2014/12/09","206.4700","125033900.0000","204.3700","206.6000","203.9100"
"2014/12/08","206.6100","108460400.0000","207.5200","208.1200","205.9300"
"2014/12/05","208.0000","90978050.0000","207.8700","208.4700","207.5500"
"2014/12/04","207.6600","91222700.0000","207.5400","208.2650","206.7000"
"2014/12/03","207.8900","68869870.0000","207.3000","208.1500","207.1000"
"2014/12/02","207.0850","74435510.0000","205.8100","207.3400","205.7820"
"2014/12/01","205.7600","103711100.0000","206.4000","206.5400","205.3800"
"2014/11/28","207.2000","57890090.0000","207.4900","207.8700","206.9100"
"2014/11/26","207.6400","61927210.0000","207.2900","207.7600","207.0300"
"2014/11/25","207.1100","79013710.0000","207.5400","207.7900","206.8000"
"2014/11/24","207.2600","65635340.0000","207.1700","207.3900","206.9100"
"2014/11/21","206.6800","142105400.0000","207.6400","207.8445","205.9800"
"2014/11/20","205.5800","72498660.0000","204.2600","205.7100","204.1800"
"2014/11/19","205.2200","82226470.0000","205.3100","205.5500","204.3000"
"2014/11/18","205.5500","75858730.0000","204.4400","205.9200","204.4400"
"2014/11/17","204.3700","80373860.0000","203.8500","204.5800","203.6500"
"2014/11/14","204.2400","80310420.0000","204.1000","204.4900","203.7200"
"2014/11/13","204.1900","84981760.0000","204.1600","204.8300","203.2100"
"2014/11/12","203.9600","89957030.0000","203.3500","204.2400","203.3100"
"2014/11/11","204.1750","54294510.0000","204.0550","204.3100","203.6500"
"2014/11/10","203.9800","65897370.0000","203.3800","204.0400","203.1300"
"2014/11/07","203.3400","89443040.0000","203.1700","203.5999","202.6100"
"2014/11/06","203.1500","106715600.0000","202.3900","203.2600","201.6400"
"2014/11/05","202.3400","91466110.0000","202.5400","202.5900","201.4500"
"2014/11/04","201.0700","93082060.0000","201.2300","201.6000","200.0600"
"2014/11/03","201.7700","93478670.0000","201.9200","202.4500","201.3050"
"2014/10/31","201.6600","146697400.0000","201.7800","201.8200","200.7700"
"2014/10/30","199.3800","112825200.0000","197.5800","199.9500","197.4000"
"2014/10/29","198.1100","142224000.0000","198.5500","199.1200","196.8000"
